campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
unit		cilician pirate				exp 0 armour 0 weapon_lvl 0

relative	Pleuratus of Illyria, 	none,		Agron of Illyria,	end


;=========================================================================================================
;==================================			DARDANIA		==============================================
;=========================================================================================================


faction	illyrian_faction_04, religious_caesar
denari	5000
settlement
{
	level town
	region Dardania

	year_founded 0
	population 1900
	plan_set default_set
	faction_creator illyrian_faction_04
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks muster_field
	}
}

character	Magarus, named character, leader, age 35, , x 127, y 87
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodCommander 1 , GoodDefender 2
ancillaries shieldbearer
army
unit		thracian bodyguard early				exp 0 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0

character	Longarus, named character, heir, age 16, , x 128, y 87
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , GoodCommander 2 , Energetic 2 , InspiringSpeaker 1
ancillaries Herald
army
unit		thracian bodyguard early				exp 0 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0

character_record	Pythodoris, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader
character_record	Enkeleida,		female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Magarus, 	Pythodoris,		Longarus,	end
relative	Longarus, 	Enkeleida,		end


;=========================================================================================================
;==================================			TAULANTII		==============================================
;=========================================================================================================


faction	illyrian_faction_05, religious_caesar
denari	5000
settlement
{
	level town
	region Taulantii

	year_founded 0
	population 2900
	plan_set default_set
	faction_creator illyrian_faction_05
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
}

settlement
{
	level town
	region Epidamnia

	year_founded 0
	population 3000
	plan_set default_set
	faction_creator illyrian_faction_05
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
}

character	Monunius, named character, leader, age 36, , x 123, y 64
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodCommander 1 , GoodAttacker 1
ancillaries quartermaster
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0

character	Mytilos, named character, heir, age 16, , x 123, y 68
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , GoodAdministrator 2 , GoodMiner 1 , Pious 1 , Upright 1
ancillaries freeman_clerk
army
unit		thracian bodyguard early				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0

character_record	Bardylis, 	male, command 0, influence 0, management 0, subterfuge 0, age 94, dead, never_a_leader
character_record	Cleitus, 	male, command 0, influence 0, management 0, subterfuge 0, age 75, dead, never_a_leader
character_record	Bardylis_A, 	male, command 0, influence 0, management 0, subterfuge 0, age 54, dead, never_a_leader
character_record	Beroea, 	female, command 0, influence 0, management 0, subterfuge 0, age 33, alive, never_a_leader
character_record	Triteuta, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Bardylis,	none,		Cleitus,	end
relative	Cleitus,	none,		Bardylis_A,	end
relative	Bardylis_A,	none,		Monunius,	end
relative	Monunius, 	Beroea,		Mytilos,	end
relative	Mytilos, 	Triteuta,	end


;=========================================================================================================
;==================================			BITHYNIA		==============================================
;=========================================================================================================


faction	anatolian_faction_01, trader_napoleon
denari	5000
settlement
{
	level large_town
	region Bithynia

	year_founded 0
	population 6200
	plan_set default_set
	faction_creator anatolian_faction_01
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type barracks muster_field
	}
}

character	Nicomedes, named character, leader, age 30, , x 165, y 72
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , AssassinMaster 3 , Austere 2 , NaturalMilitarySkill 1 , HaleAndHearty 3 , GoodAdministrator 3 , GoodDefender 2 , GoodBuilder 2 , GoodTrader 2 , GoodTaxman 1 , Intelligent 3
ancillaries master_of_assassins, mercenary_captain
army
unit		east pontic generals early				exp 1 armour 0 weapon_lvl 0
unit		east heavy cavalry				exp 0 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0

character	Zipoetes_A, named character, heir, age 26, , x 168, y 72
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , Paranoia 1 , NaturalMilitarySkill 1 , GoodDefender 1 , Disciplinarian 1 , Disloyal 3
ancillaries bodyguard
army
unit		east pontic generals early				exp 1 armour 0 weapon_lvl 0
unit		east cavalry				exp 0 armour 0 weapon_lvl 0

character_record	Zipoetes, 	male, command 0, influence 0, management 0, subterfuge 0, age 76, dead, never_a_leader
character_record	Dynamis, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Zipoetes,	none,		Nicomedes,	Zipoetes_A,	end
relative	Nicomedes,	Dynamis,	end


;=========================================================================================================
;==================================			Judea			==============================================
;=========================================================================================================


faction	anatolian_faction_02, religious_caesar
denari	5000
settlement
{
	level large_town
	region Judaea

	year_founded 0
	population 4400
	plan_set default_set
	faction_creator anatolian_faction_02
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type temple_of_judaism temple_of_judaism5
	}
	building
	{
		type hinterland_roads roads
	}
}

;jerusalem
character	Solomon, named character, leader, age 34, , x 202, y 32
traits judaism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , Austere 2 , GoodCommander 1 , GoodDefender 1 , NaturalMilitarySkill 1
army
unit		east pontic generals early				exp 1 armour 0 weapon_lvl 0
unit		rebel judaean zealots				exp 0 armour 0 weapon_lvl 0
unit		rebel judaean zealots				exp 0 armour 0 weapon_lvl 0
unit		east slinger				exp 0 armour 0 weapon_lvl 0
unit		judaean cavalry				exp 0 armour 0 weapon_lvl 0

character	Aaron, named character, heir, age 18, , x 202, y 30
traits judaism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , Austere 2 , GoodAdministrator 2 , NaturalMilitarySkill 1 , Energetic 1 , Intelligent 1
army
unit		east pontic generals early				exp 1 armour 0 weapon_lvl 0
unit		rebel judaean zealots				exp 0 armour 0 weapon_lvl 0

character_record	Beth, 	female, command 0, influence 0, management 0, subterfuge 0, age 34, alive, never_a_leader

relative	Solomon,	Beth,		Aaron,	end


;=========================================================================================================
;==================================			KARTLI			==============================================
;=========================================================================================================


faction	caucasian_faction_01, comfortable_smith
denari	5000
settlement
{
	level town
	region Tribus_Sarmatae

	year_founded 0
	population 1800
	plan_set default_set
	faction_creator caucasian_faction_01
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
}

character	Pharnavazid, named character, leader, age 41, , x 222, y 92
traits oscan 1 , LoyaltyStarter 1 , AIBattleBonus 1 , GoodCommander 1 , NaturalMilitarySkill 2 , GoodAttacker 1 , GoodDefender 2 , GoodAdministrator 2 , Intelligent 2 , HaleAndHearty 2
ancillaries quartermaster
army
unit		east generals cavalry early				exp 2 armour 0 weapon_lvl 0
unit		east infantry				exp 1 armour 0 weapon_lvl 0
unit		east infantry				exp 1 armour 0 weapon_lvl 0
unit		east archer				exp 1 armour 0 weapon_lvl 0
unit		east archer				exp 1 armour 0 weapon_lvl 0

character	Samara, named character, heir, age 16, , x 220, y 92
traits oscan 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , HaleAndHearty 2 , Energetic 1 , GoodBuilder 1 , GoodTrader 1
army
unit		east generals cavalry early				exp 2 armour 0 weapon_lvl 0


character_record	Arao, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader

relative	Pharnavazid,	Arao,	Samara,	end


;=========================================================================================================
;==================================			ARDHAN			==============================================
;=========================================================================================================


faction	caucasian_faction_02, religious_smith
denari	5000
settlement
{
	level large_town
	region Tribus_Sakae

	year_founded 0
	population 4600
	plan_set default_set
	faction_creator caucasian_faction_02
	building
	{
		type core_building governors_villa
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type defenses wooden_pallisade
	}
}

character	Rimsin, named character, leader, age 24, , x 239, y 90
traits oscan 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodAdministrator 2 , GoodBuilder 2 , GoodFarmer 3 , Just 1
army
unit		east generals cavalry early				exp 1 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0
unit		east archer				exp 0 armour 0 weapon_lvl

character	Armazel, named character, heir, age 20, , x 238, y 91
traits oscan 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodCommander 1 , Upright 1 , Brave 1
army
unit		east generals cavalry early				exp 1 armour 0 weapon_lvl 0

character_record	Sarduri, 	male, command 0, influence 0, management 0, subterfuge 0, age 48, dead, never_a_leader
character_record	Erato, 	female, command 0, influence 0, management 0, subterfuge 0, age 20, alive, never_a_leader
character_record	Tigran, 	male, command 0, influence 0, management 0, subterfuge 0, age 4, alive, never_a_leader

relative	Sarduri,	none,		Rimsin,	Armazel,	end
relative	Rimsin,		Erato,		Tigran,	end


;=========================================================================================================
;==================================			ATROPATENE		==============================================
;=========================================================================================================


faction	caucasian_faction_03, balanced_alexander
denari	5000
settlement
{
	level large_town
	region Atropatene

	year_founded 0
	population 4400
	plan_set default_set
	faction_creator caucasian_faction_03
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type temple_of_one_god temple_of_one_god_temple
	}
}

character	Ariobarzanes, named character, leader, age 33, , x 241, y 82
traits zoroastrian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodAdministrator 2 , GoodBuilder 1 , GoodTrader 2
army
unit		east generals cavalry early				exp 1 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0
unit		east infantry				exp 0 armour 0 weapon_lvl 0
unit		east archer				exp 0 armour 0 weapon_lvl 0

character	Darius, named character, heir, age 16, , x 242, y 83
